Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2022-08-19,Beer Bottle,Self Disposal,,TAMAN KEMBANGAN
2022-08-19,Watches,House Collection,PWC-Alba-WH,
2022-08-19,Facial Cleanser Bottle,Self Disposal,Tidy,
2022-08-20,Shampoo Bottle,Self Disposal,,WOODLANDS DRIVE 44
2022-08-20,Detergent Bottle,Self Disposal,,CLIFTON VALE
2022-08-20,Canned Food/Drinks,Self Disposal,,YARWOOD AVENUE
2022-08-20,Canned Food Can,House Collection,,SPRINGSIDE PLACE
2022-08-20,Chairs,House Collection,PWC-Alba-WH,
2022-08-20,Mobile Telephones,House Collection,,PEMIMPIN TERRACE
2022-08-20,Food Jar,Self Disposal,Alba E-waste Smart Recycling,
2022-08-20,Printed Paper,House Collection,Alba,
2022-08-20,Chairs,Self Disposal,Alba E-waste Smart Recycling,
2022-08-20,Paper Bag,House Collection,,KAKI BUKIT ROAD 1
2022-08-20,Paint Container,Self Disposal,Alba E-waste Smart Recycling,
2022-08-20,Aerosol Can,House Collection,,PRINSEP STREET
2022-08-20,Slippers,Self Disposal,Ezi,
2022-08-20,Facial Cleanser Bottle,Self Disposal,Tidy,
2022-08-20,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-08-20,Brochure,Self Disposal,,JALAN MASHHOR
2022-08-20,Beer Bottle,Self Disposal,,LORONG SIGLAP
2022-08-20,Flyer,Self Disposal,Alba E-waste Smart Recycling,
2022-08-21,Canned Food Can,House Collection,PWC-Alba-WH,
2022-08-21,Glass Medicine Bottle,House Collection,Greensquare,
2022-08-21,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-08-21,Aerosol Can,House Collection,,SIMEI STREET 5
2022-08-21,Biscuit Tin,Self Disposal,,ROBERTS LANE
2022-08-21,Canned Food Can,Self Disposal,Passiton.org,
2022-08-21,Rice Cookers,Self Disposal,,FAN YOONG ROAD
2022-08-21,Namecard,Self Disposal,,KIM KEAT LANE
2022-08-21,Beer Bottle,Self Disposal,Salvation Army,
2022-08-21,Plastic Drink Bottle,Self Disposal,PWC-800 Super,
2022-08-21,Shampoo Bottle,Self Disposal,,FULTON ROAD
2022-08-21,Biscuit Tin,Self Disposal,,LORONG AH SOO
2022-08-21,Metal Drink Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-08-21,Glass Medicine Bottle,House Collection,,LAGUNA GOLF GREEN
2022-08-22,Pencils,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-08-22,Glass Cosmetic Bottle,House Collection,,STADIUM PLACE
2022-08-22,High Chairs,Self Disposal,,EDGEFIELD PLAINS
2022-08-22,Toasters,Self Disposal,Ezi,
2022-08-22,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,
2022-08-22,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-08-22,Aerosol Can,House Collection,Greensquare,
2022-08-22,Sofas,House Collection,,JERVOIS LANE
2022-08-22,Beer Bottle,House Collection,Alba,
2022-08-22,Canned Food Can,Self Disposal,Tidy,
2022-08-22,Paint Container,Self Disposal,PWC-Sembwaste,
2022-08-22,Facial Cleanser Bottle,House Collection,,ANG MO KIO STREET 52
2022-08-23,Newspaper,House Collection,,PRINCESS OF WALES ROAD
2022-08-23,CD Case,Self Disposal,Passiton.org,
2022-08-23,Shampoo Bottle,Self Disposal,Tidy,
2022-08-23,Shampoo Bottle,House Collection,,ROBIN ROAD
2022-08-23,Aerosol Can,House Collection,Alba,
2022-08-23,Cutlery,Self Disposal,PWC-Sembwaste,
2022-08-23,Aerosol Can,Self Disposal,Salvation Army,
2022-08-23,Plastic Egg Tray,Self Disposal,Tidy,
2022-08-23,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-08-23,Plastic Drink Bottle,Self Disposal,Ezi,
2022-08-23,Beer Bottle,Self Disposal,,SPRINGSIDE WALK
2022-08-23,Bodywash Bottle,House Collection,Greensquare,
2022-08-23,Toilet Paper,House Collection,,PARI DEDAP WALK
2022-08-23,Biscuit Tin,House Collection,Greensquare,
2022-08-24,Desktop Monitors,Self Disposal,,MACKERROW ROAD
2022-08-24,Styrofoam,Self Disposal,,JALAN BINTANG TIGA
2022-08-24,Carton Box,Self Disposal,Salvation Army,
2022-08-24,Electric Mobility Scooters,Self Disposal,Passiton.org,
2022-08-24,Toys,Self Disposal,,JALAN LEMBAH BEDOK
2022-08-24,Contact Lens Blister,Self Disposal,,HINDOO ROAD
2022-08-24,Glass Cup,House Collection,,JALAN CHEMPAH
2022-08-24,Glass Medicine Bottle,House Collection,,JALAN ASUHAN
2022-08-24,Canned Food Can,House Collection,,BENCOOLEN STREET
2022-08-24,Glass Medicine Bottle,Self Disposal,,COMPASSVALE DRIVE
2022-08-25,Facial Cleanser Bottle,House Collection,,SEALAND ROAD
2022-08-25,Paint Container,Self Disposal,Tidy,
2022-08-25,Ceramic,House Collection,,PASIR RIS DRIVE 2
2022-08-25,Facial Cleanser Bottle,House Collection,Greensquare,
2022-08-25,Canned Food Can,Self Disposal,Tidy,
2022-08-25,Paint Container,Self Disposal,Ezi,
2022-08-25,Juice Carton,Self Disposal,Salvation Army,
2022-08-25,Ovens,Self Disposal,,BROOKVALE WALK
2022-08-25,Aerosol Can,Self Disposal,,PASIR RIS DRIVE 10
2022-08-25,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-08-25,Printed Paper,Self Disposal,Alba E-waste Smart Recycling,
2022-08-25,Paint Container,House Collection,,JALAN KELAWAR
2022-08-25,CD,House Collection,,MEDICAL DRIVE
2022-08-25,Biscuit Tin,House Collection,,DAIRY FARM CRESCENT
2022-08-25,Toasters,House Collection,Greensquare,
2022-08-26,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-08-26,Glass Cosmetic Bottle,House Collection,,SETON CLOSE
2022-08-26,Bodywash Bottle,Self Disposal,Passiton.org,
2022-08-26,Watches,Self Disposal,Passiton.org,
2022-08-26,Instant Noodle Bag,House Collection,,WILTON GARDENS
2022-08-26,Paper Packaging,Self Disposal,,PASIR RIS COAST INDUSTRIAL PARK 1
2022-08-26,Towels,House Collection,Greensquare,
2022-08-27,Paint Container,House Collection,PWC-Alba-WH,
2022-08-27,Watches,Self Disposal,Alba E-waste Smart Recycling,
2022-08-27,Facial Cleanser Bottle,Self Disposal,,LABRADOR VILLA ROAD
2022-08-27,Facial Cleanser Bottle,Self Disposal,Tidy,
2022-08-27,Sandals,House Collection,Greensquare,
2022-08-27,Detergent Bottle,Self Disposal,Tidy,
2022-08-27,Brochure,Self Disposal,,NANYANG HILL
2022-08-27,Beer Bottle,House Collection,,MERLIMAU ROAD
2022-08-27,Flyer,Self Disposal,,BIOPOLIS DRIVE
2022-08-27,Ovens,Self Disposal,Ezi,
2022-08-27,Paint Container,Self Disposal,,TAMPINES STREET 81
2022-08-28,Beer Bottle,House Collection,,UPPER NERAM ROAD
2022-08-28,Glass Cosmetic Bottle,Self Disposal,,JALAN MASTULI
2022-08-28,Plastic Takeaway Container,House Collection,Alba,
2022-08-28,Aerosol Can,Self Disposal,Salvation Army,
2022-08-28,CD,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-08-28,Shampoo Bottle,Self Disposal,Ezi,
2022-08-28,Mirror,House Collection,,JALAN BUKIT HO SWEE
2022-08-28,Plastic Takeaway Container,Self Disposal,,MEDIA CIRCLE
2022-08-28,Detergent Bottle,House Collection,PWC-Alba-WH,
2022-08-28,Facial Cleanser Bottle,House Collection,Greensquare,
2022-08-28,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2022-08-28,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,
2022-08-28,Canned Food Can,Self Disposal,,MAYFLOWER LANE
2022-08-28,Glass Medicine Bottle,Self Disposal,,JALAN MUHIBBAH
2022-08-28,Paper Envelope With Window,Self Disposal,,SCIENCE DRIVE 4
2022-08-29,Personal Mobility Devices,Self Disposal,,KAKI BUKIT AVENUE 3
2022-08-29,Paper Packaging,Self Disposal,,DEVONSHIRE ROAD
2022-08-29,Writing Paper,Self Disposal,,BIOPOLIS ROAD
2022-08-29,Prams,Self Disposal,,BULIM LANE 2
2022-08-29,Bodywash Bottle,Self Disposal,,JALAN MACHANG
2022-08-29,Wax Paper,House Collection,,DUXTON ROAD
2022-08-29,Servers,Self Disposal,Salvation Army,
2022-08-29,Bodywash Bottle,House Collection,,WOODLANDS LOOP
2022-08-29,Glass Medicine Bottle,House Collection,,WEST COAST ROAD
2022-08-29,Toasters,Self Disposal,,ALJUNIED AVENUE 4
2022-08-29,Paper Cup,Self Disposal,Alba E-waste Smart Recycling,
2022-08-29,Coffee Capsules,Self Disposal,Salvation Army,
2022-08-30,Glass Medicine Bottle,House Collection,,GEYLANG ROAD
2022-08-30,Switches,Self Disposal,,PALM ROAD
2022-08-30,Glass Medicine Bottle,House Collection,,JURONG WEST STREET 91
2022-08-30,Bodywash Bottle,Self Disposal,,KALLANG WAY 2A
2022-08-30,Glass Medicine Bottle,Self Disposal,Tidy,
2022-08-30,Glass Cosmetic Bottle,House Collection,,SELETAR TERRACE
2022-08-30,Ceramic,Self Disposal,,KUNG CHONG ROAD
2022-08-30,Facial Cleanser Bottle,House Collection,,SCIENCE CENTRE ROAD
2022-08-30,Mobile Telephones,Self Disposal,PWC-800 Super,
2022-08-30,Red Packet,Self Disposal,,TAN TOCK SENG LINK
2022-08-30,Instant Noodle Bag,Self Disposal,,JALAN DERMAWAN
2022-08-30,Canned Food Can,House Collection,PWC-Alba-WH,
2022-08-30,Beer Bottle,House Collection,PWC-Alba-WH,
2022-08-30,Electric Mobility Scooters,Self Disposal,Alba E-waste Smart Recycling,
2022-08-30,Glass Cosmetic Bottle,Self Disposal,,CHOA CHU KANG LOOP
2022-08-30,Pens,Self Disposal,PWC-Sembwaste,
2022-08-30,Beer Bottle,Self Disposal,Passiton.org,
2022-08-30,Shampoo Bottle,Self Disposal,Passiton.org,
2022-08-31,Bodywash Bottle,House Collection,,SERANGOON GARDEN TERRACE
2022-08-31,Toy Cars,House Collection,,BEACH VIEW
2022-08-31,Shampoo Bottle,Self Disposal,Passiton.org,
2022-08-31,Tissue Paper,Self Disposal,PWC-800 Super,
2022-08-31,Detergent Bottle,House Collection,,CRAIG ROAD
2022-08-31,Beer Bottle,House Collection,Alba,
2022-08-31,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-08-31,Facial Cleanser Bottle,House Collection,,JALAN SEGAM
2022-08-31,Desktop Monitors,Self Disposal,Salvation Army,
2022-08-31,Aerosol Can,Self Disposal,PWC-Sembwaste,
2022-09-01,Food Jar,House Collection,,PUNGGOL ROAD
2022-09-01,Beer Bottle,Self Disposal,Passiton.org,
2022-09-01,Beds,Self Disposal,Ezi,
2022-09-01,Tablets,House Collection,,TAMPINES NORTH DRIVE 2
2022-09-01,Glass Medicine Bottle,House Collection,,PAVILION PLACE
2022-09-01,Glass Cosmetic Bottle,House Collection,,CHESTNUT GARDENS
2022-09-01,Aerosol Can,Self Disposal,Salvation Army,
2022-09-01,Biscuit Tin,House Collection,Greensquare,
2022-09-01,Watches,House Collection,,POH HUAT TERRACE
2022-09-01,Magazine Wrapper,Self Disposal,,ANG MO KIO STREET 53
2022-09-01,Detergent Bottle,House Collection,,TOA PAYOH CENTRAL
2022-09-01,Pens,Self Disposal,,CHANGI FERRY ROAD
2022-09-02,Tissue Box,Self Disposal,,LUCKY GARDENS
2022-09-02,Greeting Card,House Collection,Greensquare,
2022-09-02,Paper Envelope,Self Disposal,Ezi,
2022-09-02,Shampoo Bottle,House Collection,Alba,
2022-09-02,Detergent Bottle,House Collection,PWC-Alba-WH,
2022-09-02,Glass Plate,House Collection,,JALAN TUPAI
2022-09-02,Facial Cleanser Bottle,House Collection,Alba,
2022-09-02,Beer Bottle,House Collection,,FUSIONOPOLIS WALK
2022-09-02,Canned Food Can,Self Disposal,Tidy,
2022-09-02,Aerosol Can,Self Disposal,,TUAS WEST STREET
2022-09-02,Baking Glassware,House Collection,,ZION CLOSE
2022-09-02,Canned Food Can,Self Disposal,Ezi,
2022-09-02,Plastic Drink Bottle,House Collection,,JALAN MEMBINA
2022-09-02,Bodywash Bottle,Self Disposal,Tidy,
2022-09-03,Tissue Paper,Self Disposal,Salvation Army,
2022-09-03,Tables,House Collection,,LORONG 29 GEYLANG
2022-09-03,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2022-09-03,Soft Toys,House Collection,,TAMPINES NORTH DRIVE 4
2022-09-03,Shampoo Bottle,House Collection,,JURONG EAST STREET 31
2022-09-03,Laptops,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-03,Plastic Egg Tray,Self Disposal,PWC-800 Super,
2022-09-03,Aerosol Can,Self Disposal,PWC-Sembwaste,
2022-09-03,Writing Paper,Self Disposal,Alba E-waste Smart Recycling,
2022-09-03,Biscuit Tin,Self Disposal,Passiton.org,
2022-09-03,Plastic Food Bottle,Self Disposal,Tidy,
2022-09-03,Pens,Self Disposal,PWC-800 Super,
2022-09-03,Detergent Bottle,Self Disposal,,TAGORE INDUSTRIAL AVENUE
2022-09-03,Paint Container,House Collection,PWC-Alba-WH,
2022-09-04,Modems,Self Disposal,Tidy,
2022-09-04,Instant Noodles,Self Disposal,Alba E-waste Smart Recycling,
2022-09-04,Glass Medicine Bottle,House Collection,,SUNSET VALE
2022-09-04,Paint Container,House Collection,Greensquare,
2022-09-04,Soft Toys,House Collection,,TAMPINES STREET 85
2022-09-04,Canned Food Can,Self Disposal,,TUAS VIEW PLACE
2022-09-04,Aerosol Can,Self Disposal,,JALAN BULOH PERINDU
2022-09-04,Towels,Self Disposal,,WOODLANDS CROSSING
2022-09-04,Shampoo Bottle,House Collection,,PEARL BANK
2022-09-04,Food Jar,Self Disposal,,HAIG LANE
2022-09-04,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-09-04,Toy Cars,House Collection,Greensquare,
2022-09-04,Plant,Self Disposal,,TUAS VIEW CLOSE
2022-09-04,Canned Food Can,Self Disposal,Passiton.org,
2022-09-04,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-09-05,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-05,Canned Food Can,House Collection,Greensquare,
2022-09-05,Toasters,Self Disposal,Alba E-waste Smart Recycling,
2022-09-05,Tablets,Self Disposal,,WESTWOOD CRESCENT
2022-09-05,Glass Medicine Bottle,House Collection,,GEMMILL LANE
2022-09-05,Coffee Capsules,Self Disposal,Alba E-waste Smart Recycling,
2022-09-05,Canned Food Can,Self Disposal,PWC-Sembwaste,
2022-09-05,Plastic Takeaway Container,House Collection,,NANYANG VIEW
2022-09-05,Shampoo Bottle,Self Disposal,,SCIENCE DRIVE 4
2022-09-05,Beer Bottle,Self Disposal,Ezi,
2022-09-05,Towels,House Collection,,DEFU LANE 8
2022-09-05,Shampoo Bottle,Self Disposal,,BURGUNDY DRIVE
2022-09-05,Mirror,Self Disposal,Salvation Army,
2022-09-05,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2022-09-05,Carriers,Self Disposal,Tidy,
2022-09-05,Disposable Wooden Chopstick,Self Disposal,Alba E-waste Smart Recycling,
2022-09-05,Canned Food Can,Self Disposal,Ezi,
2022-09-06,Beds,House Collection,,PASIR RIS STREET 12
2022-09-06,Sandals,Self Disposal,Passiton.org,
2022-09-06,Egg Tray,Self Disposal,PWC-800 Super,
2022-09-06,Beer Bottle,House Collection,,RIVER VALLEY GROVE
2022-09-06,Tissue Paper,Self Disposal,,SIT WAH ROAD
2022-09-06,Paper Receipt,Self Disposal,,WEST COAST PARK
2022-09-06,Glass Cosmetic Bottle,House Collection,Greensquare,
2022-09-06,Canned Food Can,House Collection,,PASIR RIS STREET 53
2022-09-06,Beer Bottle,House Collection,,PECK SEAH STREET
2022-09-06,Beer Bottle,House Collection,PWC-Alba-WH,
2022-09-06,Paper Envelope With Window,Self Disposal,Alba E-waste Smart Recycling,
2022-09-06,Bodywash Bottle,House Collection,,ELLIOT ROAD
2022-09-07,Paint Container,House Collection,,CHANDER ROAD
2022-09-07,Disposable Wooden Chopstick,House Collection,,LORONG 30 GEYLANG
2022-09-07,Detergent Bottle,House Collection,,QUEENSWAY
2022-09-07,Paint Container,Self Disposal,,TUAS SOUTH AVENUE 2
2022-09-07,Biscuit Tin,House Collection,Greensquare,
2022-09-07,Facial Cleanser Bottle,House Collection,Alba,
2022-09-07,Desktop Monitors,House Collection,,PULAU SAKENG
2022-09-07,Shampoo Bottle,Self Disposal,PWC-Sembwaste,
2022-09-07,Aerosol Can,House Collection,,CHENG SOON LANE
2022-09-07,Beer Bottle,Self Disposal,,LEEDON PARK
2022-09-07,Bubble Wrap,Self Disposal,Ezi,
2022-09-07,Baking Glassware,House Collection,,THONG SOON GREEN
2022-09-07,Sunglasses,Self Disposal,Tidy,
2022-09-07,Facial Cleanser Bottle,House Collection,Greensquare,
2022-09-07,Plastic Cutlery,Self Disposal,PWC-Sembwaste,
2022-09-07,Windows,Self Disposal,,ROCHESTER PARK
2022-09-07,Biscuit Tin,House Collection,,JALAN SIAP
2022-09-07,Wine Bottle,Self Disposal,Salvation Army,
2022-09-07,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2022-09-07,Aerosol Can,Self Disposal,Tidy,
2022-09-07,Rice,Self Disposal,Alba E-waste Smart Recycling,
2022-09-08,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-09-08,Detergent Bottle,House Collection,PWC-Alba-WH,
2022-09-08,Shampoo Bottle,Self Disposal,,JALAN BELIBAS
2022-09-08,CD,House Collection,,PHOENIX GARDEN
2022-09-08,Glass Medicine Bottle,House Collection,,HOUGANG CENTRAL
2022-09-08,Backpacks,House Collection,,JALAN LABU AYER
2022-09-08,Flyer,Self Disposal,Alba E-waste Smart Recycling,
2022-09-09,Rice Cookers,House Collection,,CHESTNUT CLOSE
2022-09-09,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2022-09-09,Juice Carton,Self Disposal,PWC-Sembwaste,
2022-09-09,Facial Cleanser Bottle,House Collection,,LORONG ONG LYE
2022-09-09,Shampoo Bottle,Self Disposal,,JALAN HIKAYAT
2022-09-09,Modems,House Collection,,HOE CHIANG ROAD
2022-09-09,Instant Noodle Bag,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-09,Biscuit Tin,Self Disposal,Salvation Army,
2022-09-09,Greeting Card,House Collection,,TAI KENG GARDENS
2022-09-09,Cutlery,House Collection,,LAGUNA GOLF GREEN
2022-09-09,Paint Container,Self Disposal,,WARINGIN PARK
2022-09-09,Glass Medicine Bottle,Self Disposal,,JALAN LEMBAH KALLANG
2022-09-09,Beer Bottle,Self Disposal,PWC-800 Super,
2022-09-09,Canned Food Can,Self Disposal,Tidy,
2022-09-09,Paint Container,Self Disposal,Passiton.org,
2022-09-10,Shampoo Bottle,Self Disposal,Passiton.org,
2022-09-10,Glass Bowl,Self Disposal,Salvation Army,
2022-09-10,Plastic Bag,Self Disposal,,ELIAS GREEN
2022-09-10,Printer Ink Cartridge,House Collection,,LORONG H TELOK KURAU
2022-09-10,Jam Bottle,Self Disposal,PWC-800 Super,
2022-09-10,Detergent Bottle,House Collection,,TAMPINES STREET 86
2022-09-10,Aerosol Can,Self Disposal,,JURONG WEST STREET 72
2022-09-10,Paper Plate,House Collection,PWC-Alba-WH,
2022-09-10,Biscuit Tin,Self Disposal,,LOWER DELTA ROAD
2022-09-10,Beer Bottle,House Collection,,LI HWAN WALK
2022-09-10,Facial Cleanser Bottle,House Collection,,LORONG MARZUKI
2022-09-11,Bodywash Bottle,Self Disposal,,KRANJI LINK
2022-09-11,Glass Cosmetic Bottle,Self Disposal,,YISHUN AVENUE 4
2022-09-11,Facial Cleanser Bottle,Self Disposal,,BISHOPSGATE
2022-09-11,Brochure,Self Disposal,,MUSWELL HILL
2022-09-11,Paint Container,Self Disposal,,HILLVIEW ROAD
2022-09-11,Shampoo Bottle,Self Disposal,PWC-Sembwaste,
2022-09-11,Plant,Self Disposal,Tidy,
2022-09-11,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-09-11,Metal Bottle Cap,Self Disposal,,MAPLE AVENUE
2022-09-11,Paper Receipt,Self Disposal,PWC-Sembwaste,
2022-09-11,Canned Food Can,Self Disposal,Tidy,
2022-09-11,Glass Medicine Bottle,House Collection,,NANYANG CRESCENT
2022-09-13,Biscuit Tin,Self Disposal,,FABER CRESCENT
2022-09-13,Shorts,House Collection,,BINJAI PARK
2022-09-13,Biscuit Tin,House Collection,,JALAN KEMBANGAN
2022-09-13,Shampoo Bottle,Self Disposal,PWC-800 Super,
2022-09-13,Servers,House Collection,PWC-Alba-WH,
2022-09-13,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,
2022-09-13,Printers,Self Disposal,,JALAN UNGGAS
2022-09-13,Glass Medicine Bottle,Self Disposal,,TAI HWAN AVENUE
2022-09-13,Canned Food Can,House Collection,,HENG MUI KENG TERRACE
2022-09-13,Board Games,Self Disposal,PWC-800 Super,
2022-09-13,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-13,Beer Bottle,Self Disposal,,UPPER CHANGI ROAD EAST
2022-09-13,Paper Towel Roll,House Collection,,GALISTAN AVENUE
2022-09-14,Pencils,House Collection,,BUKIT BATOK WEST AVENUE 9
2022-09-14,Biscuits,House Collection,,CANBERRA LINK
2022-09-14,Glass Cosmetic Bottle,Self Disposal,,JALAN MINYAK
2022-09-14,Rice,Self Disposal,PWC-800 Super,
2022-09-14,Tables,House Collection,PWC-Alba-WH,
2022-09-14,Condiment Bottle,Self Disposal,Ezi,
2022-09-14,Plastic Clothes Hanger,Self Disposal,,FABER AVENUE
2022-09-14,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-09-14,Sanitary Pad,Self Disposal,Salvation Army,
2022-09-14,Sunglasses,House Collection,,SHERWOOD ROAD
2022-09-14,Glass Cosmetic Bottle,House Collection,Greensquare,
2022-09-14,Glass Medicine Bottle,Self Disposal,Tidy,
2022-09-14,Glass Medicine Bottle,Self Disposal,,FRANKEL STREET
2022-09-14,Packet Drink,Self Disposal,Tidy,
2022-09-14,Facial Cleanser Bottle,Self Disposal,,LIMAU RISE
2022-09-14,Air-Conditioners,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-14,Sauce Bottle,Self Disposal,,JALAN CHERPEN
2022-09-14,Brochure,Self Disposal,,BRISTOL ROAD
2022-09-15,Ceramic,Self Disposal,PWC-800 Super,
2022-09-15,Aerosol Can,Self Disposal,,KANG CHOO BIN ROAD
2022-09-15,Aerosol Can,House Collection,,NIM RISE
2022-09-15,Instant Noodles,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-15,Beer Bottle,Self Disposal,,CHAY YAN STREET
2022-09-15,Plastic Takeaway Container,Self Disposal,,MARSILING INDUSTRIAL ESTATE ROAD 8
2022-09-15,Detergent Bottle,House Collection,,LORONG 3 TOA PAYOH
2022-09-15,Glass Medicine Bottle,Self Disposal,,JALAN RABU
2022-09-15,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-09-15,Wine Bottle,Self Disposal,PWC-800 Super,
2022-09-15,Cutlery,Self Disposal,Salvation Army,
2022-09-15,Namecard,House Collection,,LORONG 102 CHANGI
2022-09-15,Sports Shoes,Self Disposal,,FINLAYSON GREEN
2022-09-15,Glass Medicine Bottle,House Collection,,KEW AVENUE
2022-09-16,Beer Bottle,Self Disposal,PWC-800 Super,
2022-09-16,Glass Cosmetic Bottle,Self Disposal,,JALAN ISMAIL
2022-09-16,Glass Cosmetic Bottle,House Collection,Alba,
2022-09-16,Detergent Bottle,House Collection,,CONNAUGHT DRIVE
2022-09-16,Plastic Egg Tray,Self Disposal,PWC-800 Super,
2022-09-16,Detergent Bottle,Self Disposal,Passiton.org,
2022-09-16,Carriers,House Collection,,LIM CHU KANG LANE 8
2022-09-16,Televisions,Self Disposal,Ezi,
2022-09-16,Biscuit Tin,Self Disposal,,BURGUNDY CRESCENT
2022-09-16,Detergent Bottle,Self Disposal,,TUAS DRIVE 1
2022-09-17,Glass Medicine Bottle,Self Disposal,,VENUS ROAD
2022-09-17,Biscuit Tin,Self Disposal,Tidy,
2022-09-17,Clothes Dryers,Self Disposal,PWC-Sembwaste,
2022-09-17,Glass Cosmetic Bottle,Self Disposal,Tidy,
2022-09-17,Shredded Paper,House Collection,,CASHEW LINK
2022-09-17,Sunglasses,House Collection,,TAMPINES AVENUE 1
2022-09-17,Paint Container,Self Disposal,PWC-Sembwaste,
2022-09-17,Biscuit Tin,House Collection,,WOODLANDS DRIVE 60
2022-09-17,Shredded Paper,House Collection,,TUAS BASIN LINK
2022-09-17,Network Hubs,Self Disposal,,TRANSIT ROAD
2022-09-17,Blouses,Self Disposal,PWC-Sembwaste,
2022-09-17,Glass Medicine Bottle,Self Disposal,Tidy,
2022-09-18,Aerosol Can,House Collection,,COMMONWEALTH LANE
2022-09-18,Sofas,Self Disposal,,FULTON ROAD
2022-09-18,Biscuit Tin,House Collection,,KAKI BUKIT CRESCENT
2022-09-18,Modems,Self Disposal,Salvation Army,
2022-09-18,Glass Cosmetic Bottle,House Collection,,ANG MO KIO STREET 52
2022-09-18,Beer Bottle,Self Disposal,PWC-Sembwaste,
2022-09-18,Facial Cleanser Bottle,House Collection,,CANADA ROAD
2022-09-18,Packet Drink,House Collection,Alba,
2022-09-18,Metal Bottle Cap,House Collection,Greensquare,
2022-09-18,Computers,Self Disposal,,FUDU WALK
2022-09-18,CD Case,Self Disposal,Alba E-waste Smart Recycling,
2022-09-18,Dolls,Self Disposal,Tidy,
2022-09-18,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-09-18,Biscuit Tin,House Collection,,NORTHPOINT DRIVE
2022-09-18,Chairs,House Collection,PWC-Alba-WH,
2022-09-18,Rice Cookers,Self Disposal,,NANYANG TERRACE
2022-09-18,Biscuit Tin,House Collection,,CANADA ROAD
2022-09-19,Routers,Self Disposal,,UPPER PICKERING STREET
2022-09-19,Canned Food Can,Self Disposal,Tidy,
2022-09-19,Desktop Monitors,Self Disposal,PWC-800 Super,
2022-09-19,Glass Medicine Bottle,Self Disposal,,UPPER PICKERING STREET
2022-09-19,Chairs,Self Disposal,,SELETAR GREEN WALK
2022-09-19,Blouses,Self Disposal,,WEST COAST VALE
2022-09-19,Calendar,Self Disposal,Tidy,
2022-09-19,Beer Bottle,Self Disposal,,CLIFTON VALE
2022-09-19,Newspaper,Self Disposal,,WOLSKEL ROAD
2022-09-19,Drinking Straw,House Collection,,MARNE ROAD
2022-09-19,Glass Medicine Bottle,House Collection,,TELOK PAKU ROAD
2022-09-19,Walkers,House Collection,,STRATTON DRIVE
2022-09-20,Detergent Bottle,Self Disposal,Salvation Army,
2022-09-20,Detergent Bottle,Self Disposal,,WOODLANDS CROSSING
2022-09-20,Paint Container,Self Disposal,Tidy,
2022-09-20,Toilet Paper,Self Disposal,PWC-800 Super,
2022-09-20,Glass Medicine Bottle,House Collection,,HOWARD ROAD
2022-09-20,Televisions,Self Disposal,Salvation Army,
2022-09-20,Personal Mobility Devices,Self Disposal,,YUAN CHING ROAD
2022-09-20,Aerosol Can,Self Disposal,,KAKI BUKIT AVENUE 3
2022-09-20,Irons,Self Disposal,,SUNSET SQUARE
2022-09-20,Baking Glassware,Self Disposal,,KEW TERRACE
2022-09-21,Paint Container,Self Disposal,Ezi,
2022-09-21,Switches,Self Disposal,PWC-800 Super,
2022-09-21,Packet Drink,House Collection,,SELETAR WEST FARMWAY 7
2022-09-21,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,
