s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
9042,0.069345073,0.700667191,18/02/2021,Bodywash Bottle,Self Disposal,NA,PULASAN ROAD
9043,0.45177525,0.114031465,15/06/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
9044,0.163181337,0.55645658,14/05/2021,Facial Cleanser Bottle,Self Disposal,NA,INDUS ROAD
9045,0.331056883,0.705020311,18/07/2021,Shampoo Bottle,Self Disposal,NA,JALAN SOTONG
9046,0.996574339,0.708022288,10/05/2021,Shampoo Bottle,Self Disposal,NA,TANJONG RHU PLACE
9047,0.120142805,0.804072445,06/07/2021,Detergent Bottle,Self Disposal,NA,TEOW HOCK AVENUE
9048,0.138365551,0.923658485,11/06/2021,Facial Cleanser Bottle,House Collection,NA,CHOA CHU KANG NORTH 5
9049,0.213531064,0.473234147,25/10/2021,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
9050,0.612559394,0.473396278,24/06/2021,Servers,Self Disposal,PWC-800 Super,NA
9051,0.247086814,0.530940938,01/03/2021,Glass Medicine Bottle,Self Disposal,NA,PRINCE GEORGE'S PARK
9052,0.643398237,0.297519463,04/06/2022,Paper Envelope,House Collection,Alba,NA
9053,0.270847987,0.478514845,19/01/2022,Glass Medicine Bottle,Self Disposal,PWC-800 Super,NA
9054,0.753486427,0.520048208,11/08/2021,Televisions,House Collection,NA,TELOK BLANGAH ROAD
9055,0.240747741,0.675379046,16/02/2021,Glass Medicine Bottle,House Collection,NA,LORONG 31 GEYLANG
9056,0.41953662,0.126295091,01/05/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
9057,0.808921538,0.910796206,22/07/2021,Canned Food/Drinks,House Collection,NA,BUKIT BATOK ROAD
9058,0.744776613,0.377939372,20/06/2021,Tissue Box,House Collection,PWC-Alba-WH,NA
9059,0.511011588,0.763520199,09/06/2022,Beds,House Collection,NA,PASIR RIS STREET 12
9060,0.864299888,0.93584191,23/10/2022,Irons,Self Disposal,NA,MARSILING CRESCENT
9061,0.067437552,0.076186891,05/09/2021,Bodywash Bottle,Self Disposal,Passiton.org,NA
9062,0.748938389,0.265533261,30/08/2021,Skirts,Self Disposal,Tidy,NA
9063,0.688649255,0.689416087,28/10/2021,Watches,House Collection,NA,JALAN EUNOS
9064,0.524569277,0.38547423,31/03/2021,Plastic Bag,House Collection,PWC-Alba-WH,NA
9065,0.740565634,0.34283812,13/07/2022,Bubble Wrap,Self Disposal,Alba E-waste Smart Recycling,NA
9066,0.083158255,0.25787539,28/04/2022,Bodywash Bottle,Self Disposal,Tidy,NA
9067,0.371119391,0.069471273,14/12/2021,Beer Bottle,Self Disposal,Passiton.org,NA
9068,0.723950643,0.752289904,01/02/2021,Printed Paper,House Collection,NA,CHANGI NORTH RISE
9069,0.748577678,0.475192478,11/06/2022,Pants,Self Disposal,PWC-800 Super,NA
9070,0.789160242,0.02795385,20/10/2022,Instant Noodles,House Collection,Greensquare,NA
9071,0.296121494,0.833775647,03/08/2021,Paint Container,Self Disposal,NA,UPPER THOMSON ROAD
9072,0.909722207,0.116409656,15/08/2022,Computers,Self Disposal,Salvation Army,NA
9073,0.487117973,0.587042564,05/01/2022,Canned Food Can,House Collection,NA,ROBERTSON QUAY
9074,0.679519912,0.387790595,03/04/2021,Juice Carton,House Collection,PWC-Alba-WH,NA
9075,0.07078299,0.180827693,31/07/2021,Bodywash Bottle,Self Disposal,Ezi,NA
9076,0.550924165,0.691428386,29/03/2022,Chairs,House Collection,NA,WARINGIN WALK
9077,0.282592153,0.103449425,08/05/2021,Paint Container,Self Disposal,Salvation Army,NA
9078,0.325563448,0.494668356,28/05/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
9079,0.860973124,0.018937217,26/03/2022,Glass Plate,House Collection,Greensquare,NA
9080,0.912921578,0.852890066,30/11/2021,Cassette Tape,House Collection,NA,BINJAI WALK
9081,0.955866508,0.679699117,07/11/2022,Aerosol Can,House Collection,NA,CASSIA LINK
9082,0.937345411,0.469428028,02/03/2021,Canned Food Can,Self Disposal,PWC-800 Super,NA
9083,0.571965959,0.347339337,24/09/2022,Laptops,Self Disposal,Alba E-waste Smart Recycling,NA
9084,0.430738694,0.110785946,29/10/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
9085,0.801612295,0.652529483,02/02/2022,Magazine,Self Disposal,NA,JALAN MANIS
9086,0.203873168,0.604384273,16/11/2022,Glass Cosmetic Bottle,House Collection,NA,EWE BOON ROAD
9087,0.828952302,0.790941439,16/01/2021,Rice,Self Disposal,NA,JALAN USAHA
9088,0.617912183,0.945109566,12/06/2021,Aerosol Can,Self Disposal,NA,WOODLANDS TERRACE
9089,0.060807678,0.802483112,25/06/2022,Bodywash Bottle,House Collection,NA,DA SILVA LANE
9090,0.573154733,0.185325682,16/09/2021,Tablets,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9091,0.416799813,0.299280846,31/01/2022,Biscuit Tin,House Collection,Alba,NA
9092,0.865132495,0.401270034,28/03/2022,Markers,House Collection,PWC-Alba-WH,NA
9093,0.782199942,0.303956104,28/04/2021,Namecard,House Collection,Alba,NA
9094,0.006827286,0.83698759,08/08/2021,Aerosol Can,House Collection,NA,THOMSON HEIGHTS
9095,0.235255032,0.887463427,09/11/2022,Glass Medicine Bottle,House Collection,NA,NANYANG CRESCENT
9096,0.714041771,0.828129981,11/06/2021,Baking Glassware,House Collection,NA,ANG MO KIO ELECTRONICS PARK ROAD
9097,0.506673421,0.920371075,09/09/2022,Rice Cookers,House Collection,NA,CHESTNUT CLOSE
9098,0.555722577,0.753725982,04/05/2022,Melamine,Self Disposal,NA,COSFORD ROAD
9099,0.013484718,0.020588609,13/05/2022,Aerosol Can,House Collection,Greensquare,NA
9100,0.021581613,0.490868387,24/04/2022,Aerosol Can,Self Disposal,PWC-800 Super,NA
9101,0.157804873,0.707759624,31/10/2022,Facial Cleanser Bottle,Self Disposal,NA,JALAN BATU
9102,0.82935176,0.845915173,28/01/2021,Sofas,House Collection,NA,GLADIOLA DRIVE
9103,0.077308069,0.728408499,09/06/2022,Bodywash Bottle,House Collection,NA,ELLIOT ROAD
9104,0.606665567,0.513815002,16/01/2022,Markers,Self Disposal,NA,NEIL ROAD
9105,0.366099955,0.663053276,09/10/2021,Beer Bottle,House Collection,NA,SUNDRIDGE PARK ROAD
9106,0.5985028,0.017866776,11/02/2022,Glass Cosmetic Bottle,House Collection,Greensquare,NA
9107,0.560475599,0.976717296,07/08/2021,Milk Carton,House Collection,NA,COUNTRYSIDE VIEW
9108,0.181389748,0.794333552,06/01/2022,Facial Cleanser Bottle,Self Disposal,NA,HOW SUN AVENUE
9109,0.613960696,0.26288969,30/11/2021,Personal Mobility Devices,Self Disposal,Tidy,NA
9110,0.214921494,0.211159926,05/06/2022,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9111,0.143123465,0.592226665,09/11/2022,Facial Cleanser Bottle,Self Disposal,NA,BISHOPSGATE
9112,0.926384102,0.21792492,20/01/2022,Toys,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9113,0.023282682,0.447782213,14/12/2021,Aerosol Can,Self Disposal,PWC-Sembwaste,NA
9114,0.348078475,0.219529122,19/03/2021,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9115,0.405646726,0.886235493,22/10/2021,Beer Bottle,House Collection,NA,TUAS NEXUS DRIVE
9116,0.493521364,0.734406984,16/11/2021,Canned Food Can,House Collection,NA,LIMAU TERRACE
9117,0.10228842,0.31931257,04/01/2021,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
9118,0.854371752,0.370263113,01/07/2022,Paper Plate,House Collection,PWC-Alba-WH,NA
9119,0.740489266,0.781889909,28/04/2022,Brochure,Self Disposal,NA,HOUGANG AVENUE 9
9120,0.717914797,0.759090029,05/06/2022,Glass Cosmetic Bottle,House Collection,NA,TANGMERE ROAD
9121,0.655173558,0.334296349,23/06/2021,Melamine,Self Disposal,Alba E-waste Smart Recycling,NA
9122,0.822274593,0.63047564,01/01/2022,Paper Envelope,House Collection,NA,BUKIT TINGGI ROAD
9123,0.465426495,0.657590358,14/04/2021,Canned Food Can,House Collection,NA,PHENG GECK AVENUE
9124,0.230019094,0.411174767,02/07/2022,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,NA
9125,0.645101581,0.681425248,01/02/2021,Writing Paper,Self Disposal,NA,LORONG 38 GEYLANG
9126,0.233755992,0.647704802,16/09/2021,Glass Medicine Bottle,House Collection,NA,JALAN TENTERAM
9127,0.739394684,0.881829013,11/10/2022,Milk Carton,Self Disposal,NA,KWONG MIN ROAD
9128,0.916498098,0.069209134,16/09/2021,Facial Cleanser Bottle,Self Disposal,Passiton.org,NA
9129,0.14442269,0.519658174,27/08/2021,Facial Cleanser Bottle,House Collection,NA,WOOLWICH ROAD
9130,0.293730237,0.326609054,02/06/2022,Paint Container,Self Disposal,Alba E-waste Smart Recycling,NA
9131,0.654457091,0.532267956,04/02/2021,Cassette Tape,House Collection,NA,HENG MUI KENG TERRACE
9132,0.192074126,0.676285846,24/05/2021,Glass Cosmetic Bottle,House Collection,NA,LORONG 21A GEYLANG
9133,0.421515546,0.661062523,30/07/2021,Biscuit Tin,Self Disposal,NA,POTONG PASIR AVENUE 3
9134,0.693281922,0.47435942,08/04/2021,Electric Mobility Scooters,Self Disposal,PWC-800 Super,NA
9135,0.486046137,0.019168029,17/11/2022,Canned Food Can,House Collection,Greensquare,NA
9136,0.629911966,0.423236961,05/04/2021,Canned Food/Drinks,Self Disposal,PWC-Sembwaste,NA
9137,0.490912959,0.34882299,17/04/2022,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,NA
9138,0.752980487,0.53360639,23/12/2021,Electric Mobility Scooters,House Collection,NA,JALAN PASIR RIA
9139,0.504329329,0.720870817,14/03/2022,Paper Envelope With Window,Self Disposal,NA,SIGLAP VIEW
9140,0.669218098,0.284817462,02/02/2021,Shirts,House Collection,Alba,NA
9141,0.781915984,0.734386729,04/07/2021,Magazine Wrapper,House Collection,NA,LIMAU TERRACE
9142,0.332664286,0.968482317,22/10/2021,Shampoo Bottle,House Collection,NA,MENG SUAN ROAD
9143,0.859213426,0.589045484,27/02/2022,Plastic Takeaway Container,Self Disposal,NA,MOHAMED SULTAN ROAD
9144,0.921685589,0.616793987,03/08/2021,Paper Envelope,House Collection,NA,MOUNT SINAI ROAD
9145,0.801899393,0.979227583,10/06/2021,Metal Bottle Cap,House Collection,NA,SELETAR AEROSPACE VIEW
9146,0.990329707,0.100640976,25/09/2022,Set-Top Boxes,Self Disposal,Salvation Army,NA
9147,0.180068478,0.362484699,02/10/2022,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
9148,0.757982191,0.092568851,06/04/2021,Shampoo Bottle,Self Disposal,Salvation Army,NA
9149,0.305905998,0.538877839,14/11/2021,Paint Container,House Collection,NA,WEST COAST PLACE
9150,0.005722142,0.524966338,22/11/2022,Aerosol Can,Self Disposal,NA,ENGINEERING DRIVE 2
9151,0.766443402,0.236886709,31/01/2021,Soft Toys,Self Disposal,Tidy,NA
9152,0.901254499,0.116610548,23/05/2022,Metal Bottle Cap,Self Disposal,Salvation Army,NA
9153,0.825117335,0.720822589,05/12/2021,Slippers,Self Disposal,NA,SIGLAP VIEW
9154,0.931828592,0.823886673,26/03/2022,Clothes Dryers,House Collection,NA,CARISBROOKE GROVE
9155,0.850879137,0.277219125,15/10/2022,Printers,House Collection,Alba,NA
9156,0.604940379,0.897276741,17/09/2022,Shredded Paper,House Collection,NA,TUAS BASIN LINK
9157,0.961120359,0.162343009,10/04/2022,Namecard,Self Disposal,Ezi,NA
9158,0.156296324,0.733488859,21/02/2021,Facial Cleanser Bottle,Self Disposal,NA,TANAH MERAH KECHIL ROAD SOUTH
9159,0.720749814,0.141319225,09/07/2022,Bubble Wrap,Self Disposal,Ezi,NA
9160,0.818985166,0.61691374,28/11/2022,Milk Carton,Self Disposal,NA,MOUNT SINAI RISE
9161,0.722565406,0.665327524,04/08/2022,Namecard,House Collection,NA,CROUCHER ROAD
9162,0.589853316,0.545179082,07/05/2022,Skirts,House Collection,NA,NEPAL CIRCUS
9163,0.987942065,0.257294187,12/01/2022,Instant Noodles,Self Disposal,Tidy,NA
9164,0.002957514,0.340067266,23/04/2022,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,NA
9165,0.464441906,0.069854799,05/11/2021,Canned Food Can,Self Disposal,Passiton.org,NA
9166,0.198988937,0.870118371,05/09/2022,Glass Cosmetic Bottle,Self Disposal,NA,CORPORATION ROAD
9167,0.754396286,0.928942293,01/03/2022,Medicine Blister Pack,Self Disposal,NA,LORONG TUKOL
9168,0.82798567,0.306922575,21/04/2022,Blouses,House Collection,Alba,NA
9169,0.927752784,0.373120967,07/08/2022,Shorts,House Collection,PWC-Alba-WH,NA
9170,0.343762168,0.328809543,04/07/2022,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
9171,0.277021435,0.923771657,03/06/2022,Paint Container,House Collection,NA,CHOA CHU KANG STREET 54
9172,0.908161817,0.724478667,25/07/2021,Biscuits,Self Disposal,NA,JEDBURGH GARDENS
9173,0.669647353,0.35388966,28/08/2021,Canned Food/Drinks,Self Disposal,Alba E-waste Smart Recycling,NA
9174,0.026308226,0.887292894,03/09/2021,Aerosol Can,Self Disposal,NA,TUAS SOUTH AVENUE 16
9175,0.849966621,0.312679353,20/07/2022,Towels,House Collection,Alba,NA
9176,0.524067362,0.286060066,12/06/2021,Paper Envelope,House Collection,Alba,NA
9177,0.539145328,0.604588437,26/09/2021,Paint Container,Self Disposal,NA,DRAYCOTT PARK
9178,0.340103401,0.311953302,13/02/2021,Shampoo Bottle,House Collection,Alba,NA
9179,0.501231314,0.634390359,28/11/2021,Plastic Food Bottle,House Collection,NA,MOUNT PLEASANT DRIVE
9180,0.160971599,0.557994448,27/10/2021,Facial Cleanser Bottle,House Collection,NA,SPOONER ROAD
9181,0.255204799,0.850161024,03/06/2021,Glass Medicine Bottle,Self Disposal,NA,STONE AVENUE
9182,0.762955986,0.111120258,28/10/2021,Paper Receipt,Self Disposal,Salvation Army,NA
9183,0.42422653,0.581999133,03/01/2022,Biscuit Tin,House Collection,NA,MAKEPEACE ROAD
9184,0.662273207,0.564870442,12/09/2021,Glass Plate,House Collection,NA,MILLER STREET
9185,0.684114955,0.674150657,03/06/2021,Printed Paper,Self Disposal,NA,SIMS AVENUE
9186,0.991766317,0.465799184,26/01/2022,Power Assisted Bicycles,Self Disposal,PWC-800 Super,NA
9187,0.586596438,0.002104302,24/06/2021,Slippers,House Collection,Greensquare,NA
9188,0.201796145,0.67446437,30/07/2021,Glass Cosmetic Bottle,House Collection,NA,LORONG TAHAR
9189,0.295385874,0.180881399,22/12/2021,Paint Container,Self Disposal,Ezi,NA
9190,0.788645524,0.279835027,07/01/2021,Shorts,House Collection,Alba,NA
9191,0.817333152,0.42490861,11/05/2022,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,NA
9192,0.39869966,0.945996778,08/04/2022,Beer Bottle,Self Disposal,NA,MARSILING INDUSTRIAL ESTATE ROAD 9
9193,0.8503446,0.859782016,02/11/2022,Laptops,Self Disposal,NA,LORONG KILAT
9194,0.270339085,0.536839425,29/08/2022,Glass Medicine Bottle,House Collection,NA,WEST COAST ROAD
9195,0.953249576,0.182127202,18/01/2021,Medicine Blister Pack,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9196,0.916734518,0.655226624,09/09/2022,Glass Medicine Bottle,Self Disposal,NA,JALAN LEMBAH KALLANG
9197,0.543189875,0.422510669,19/10/2021,Magazine,Self Disposal,PWC-Sembwaste,NA
9198,0.732766926,0.208974823,06/12/2021,Air-Conditioners,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9199,0.471625709,0.970290904,30/03/2021,Canned Food Can,House Collection,NA,SPRINGSIDE ROAD
9200,0.456544783,0.357559665,05/12/2021,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,NA
9201,0.337957473,0.971049804,03/09/2022,Shampoo Bottle,House Collection,NA,SPRINGSIDE LINK
9202,0.147901184,0.0997408,30/12/2021,Facial Cleanser Bottle,Self Disposal,Salvation Army,NA
9203,0.030848534,0.268801497,06/04/2022,Aerosol Can,Self Disposal,Tidy,NA
9204,0.53650049,0.522959222,28/07/2022,Plastic Cutlery,Self Disposal,NA,ALLANBROOKE ROAD
9205,0.643047032,0.268751431,22/07/2022,Newspaper,Self Disposal,Tidy,NA
9206,0.013670987,0.348821129,01/07/2021,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,NA
9207,0.64346355,0.584881633,10/11/2021,Paper Envelope With Window,Self Disposal,NA,CAIRNHILL ROAD
9208,0.283520891,0.641477257,20/11/2022,Paint Container,Self Disposal,NA,LINCOLN ROAD
9209,0.6997597,0.955657959,07/05/2022,Packet Drink,Self Disposal,NA,SEMBONG ROAD
9210,0.342094252,0.086410477,11/03/2021,Shampoo Bottle,Self Disposal,Passiton.org,NA
9211,0.084011348,0.375660601,02/02/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
9212,0.800791824,0.963639316,18/06/2022,Egg Tray,Self Disposal,NA,YISHUN STREET 61
9213,0.309603629,0.148653699,17/11/2021,Paint Container,Self Disposal,Ezi,NA
9214,0.531963257,0.983702393,07/11/2021,Computers,Self Disposal,NA,JALAN TARI PIRING
9215,0.097065265,0.98587925,22/04/2021,Detergent Bottle,House Collection,NA,SARACA ROAD
9216,0.690792925,0.401866919,26/03/2021,Cutlery,House Collection,PWC-Alba-WH,NA
9217,0.547337182,0.224790185,29/07/2022,Pens,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9218,0.757509356,0.202537868,26/10/2021,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9219,0.699295293,0.990369814,27/05/2022,Jam Bottle,Self Disposal,NA,SELETAR CLOSE
9220,0.485876829,0.384284438,03/06/2021,Canned Food Can,House Collection,PWC-Alba-WH,NA
9221,0.376475994,0.556657376,15/09/2022,Beer Bottle,Self Disposal,NA,CHAY YAN STREET
9222,0.471647977,0.556913374,30/07/2021,Canned Food Can,House Collection,NA,KIM TIAN ROAD
9223,0.867376641,0.177777729,20/07/2022,Reusable Bags,Self Disposal,Ezi,NA
9224,0.835176213,0.029173859,02/01/2021,Tissue Paper,House Collection,Greensquare,NA
9225,0.960132112,0.64157359,14/04/2022,Glass Bowl,Self Disposal,NA,KHIANG GUAN AVENUE
9226,0.970334236,0.290230091,05/02/2021,Servers,House Collection,Alba,NA
9227,0.861168027,0.510674432,20/02/2022,Greeting Card,House Collection,NA,ANN SIANG ROAD
9228,0.792804086,0.86808513,20/09/2022,Personal Mobility Devices,Self Disposal,NA,YUAN CHING ROAD
9229,0.729117052,0.896238546,19/02/2021,Skirts,House Collection,NA,TUAS STREET
9230,0.355503556,0.166752928,05/08/2022,Shampoo Bottle,Self Disposal,Ezi,NA
9231,0.41119294,0.958272396,26/06/2022,Biscuit Tin,Self Disposal,NA,JALAN LEGUNDI
9232,0.855227967,0.215664424,16/10/2022,Toilet Paper,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9233,0.780723147,0.093663185,18/10/2022,CD Case,Self Disposal,Salvation Army,NA
9234,0.700620228,0.795149689,01/05/2022,Brochure,Self Disposal,NA,DEFU LANE 10
9235,0.311393792,0.612599478,29/01/2022,Paint Container,House Collection,NA,CORONATION WALK
9236,0.63235476,0.492733083,21/08/2021,Servers,Self Disposal,PWC-800 Super,NA
9237,0.001248968,0.912840603,11/02/2022,Aerosol Can,Self Disposal,NA,PHOENIX RISE
9238,0.600629498,0.824905313,12/05/2022,Plastic Food Bottle,Self Disposal,NA,BLANDFORD DRIVE
9239,0.62612602,0.252700823,26/09/2022,Toasters,Self Disposal,Tidy,NA
9240,0.836829036,0.097148183,10/05/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
9241,0.596906068,0.55570113,05/02/2021,Video Tape,Self Disposal,NA,ENG HOON STREET
9242,0.136636409,0.73509697,16/09/2021,Facial Cleanser Bottle,House Collection,NA,KEW LANE
9243,0.103525282,0.171752584,01/10/2021,Detergent Bottle,Self Disposal,Ezi,NA
9244,0.436088217,0.187045643,22/07/2022,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9245,0.388620937,0.694346491,21/07/2022,Beer Bottle,Self Disposal,NA,KAKI BUKIT ROAD 5
9246,0.069619971,0.796389424,17/11/2021,Bodywash Bottle,House Collection,NA,DEFU LANE 1
9247,0.512972052,0.14092249,09/03/2021,Routers,Self Disposal,Ezi,NA
9248,0.408274809,0.626520197,07/07/2021,Beer Bottle,House Collection,NA,VANDA DRIVE
9249,0.48138411,0.975193496,15/02/2021,Canned Food Can,Self Disposal,NA,LENTOR PLACE
9250,0.958547197,0.973106844,25/07/2022,Plastic Food Bottle,Self Disposal,NA,SPRINGLEAF ROAD
9251,0.603303879,0.269130309,10/08/2021,Newspaper,Self Disposal,Tidy,NA
9252,0.769477544,0.156683212,09/01/2022,Beds,Self Disposal,Ezi,NA
9253,0.256433778,0.791118186,27/05/2022,Glass Medicine Bottle,House Collection,NA,JALAN SONGKET
9254,0.986999584,0.925165764,01/11/2021,Blouses,House Collection,NA,VERDE AVENUE
9255,0.986984615,0.784856091,03/06/2021,Blouses,House Collection,NA,SIREH PLACE
9256,0.466615822,0.667393671,25/09/2022,Canned Food Can,Self Disposal,NA,BARTLEY ROAD
9257,0.322261902,0.593963079,14/07/2021,Shampoo Bottle,House Collection,NA,SHANGHAI ROAD
9258,0.485151908,0.620723633,31/08/2021,Canned Food Can,Self Disposal,NA,HOLLAND RISE
9259,0.974896657,0.89675561,30/10/2022,Windows,Self Disposal,NA,TUAS LANE
9260,0.345311556,0.428020415,09/07/2022,Shampoo Bottle,Self Disposal,PWC-Sembwaste,NA
9261,0.909134539,0.912217049,06/01/2022,Bedsheets,Self Disposal,NA,HILLVIEW RISE
9262,0.264854367,0.87625607,23/10/2021,Glass Medicine Bottle,Self Disposal,NA,TEMBUSU ROAD
9263,0.377730996,0.466535356,16/05/2021,Beer Bottle,Self Disposal,PWC-800 Super,NA
9264,0.349930582,0.092367873,09/12/2021,Shampoo Bottle,Self Disposal,Salvation Army,NA
9265,0.473598192,0.058034342,03/09/2021,Canned Food Can,Self Disposal,Passiton.org,NA
9266,0.493319106,0.904427021,30/07/2021,Canned Food Can,Self Disposal,NA,BULIM LANE 2
9267,0.309760075,0.49178481,10/04/2021,Paint Container,Self Disposal,PWC-800 Super,NA
9268,0.185680665,0.536833231,28/08/2021,Glass Cosmetic Bottle,House Collection,NA,WEST COAST ROAD
9269,0.870174861,0.38484069,01/08/2022,Laptops,House Collection,PWC-Alba-WH,NA
9270,0.324403999,0.859900534,05/03/2022,Shampoo Bottle,Self Disposal,NA,KISMIS PLACE
9271,0.39551387,0.492331954,30/11/2022,Beer Bottle,Self Disposal,PWC-800 Super,NA
9272,0.985229816,0.237755058,19/05/2022,Toy Cars,Self Disposal,Tidy,NA
9273,0.112440893,0.419505604,06/09/2022,Detergent Bottle,Self Disposal,PWC-Sembwaste,NA
9274,0.395436808,0.323511873,28/04/2022,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
9275,0.908361576,0.186397475,07/06/2021,Instant Noodles,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9276,0.035698007,0.583735613,20/09/2021,Aerosol Can,Self Disposal,NA,HANDY ROAD
9277,0.179208694,0.648335815,26/11/2022,Facial Cleanser Bottle,Self Disposal,NA,AH HOOD ROAD
9278,0.9435863,0.831623861,10/07/2022,Tissue Box,House Collection,NA,ANG MO KIO STREET 13
9279,0.993538426,0.693922265,16/02/2021,Paper Plate,Self Disposal,NA,KAKI BUKIT ROAD 4
9280,0.635476261,0.70963427,11/02/2022,Paper Cup,House Collection,NA,WIMBORNE ROAD
9281,0.18247158,0.0361768,20/10/2021,Glass Cosmetic Bottle,House Collection,Greensquare,NA
9282,0.068936107,0.668222463,25/06/2021,Bodywash Bottle,Self Disposal,NA,JALAN MUHIBBAH
9283,0.3931908,0.786299458,26/04/2021,Beer Bottle,House Collection,NA,TAI SENG DRIVE
9284,0.479506657,0.314251062,29/08/2021,Canned Food Can,House Collection,Alba,NA
9285,0.219339519,0.291856544,21/12/2021,Glass Cosmetic Bottle,House Collection,Alba,NA
9286,0.040479912,0.767747955,14/11/2022,Aerosol Can,House Collection,NA,TAMPINES ROAD
9287,0.875124591,0.147509904,28/08/2021,Toilet Paper,Self Disposal,Ezi,NA
9288,0.778126865,0.894927831,29/03/2021,Biscuit Tin,Self Disposal,NA,YUNNAN DRIVE 3
9289,0.775066423,0.963266463,31/10/2021,Plastic Cutlery,House Collection,NA,YISHUN STREET 44
9290,0.268699298,0.808444567,29/10/2022,Glass Medicine Bottle,Self Disposal,NA,JANSEN CLOSE
9291,0.307422351,0.753302155,01/01/2021,Paint Container,House Collection,NA,LORONG BEKUKONG
9292,0.812323544,0.982378786,10/08/2022,Air-Conditioners,Self Disposal,NA,MUGLISTON WALK
9293,0.463229855,0.582227236,21/02/2022,Canned Food Can,Self Disposal,NA,MACKENZIE ROAD
9294,0.39157861,0.970517823,05/05/2021,Beer Bottle,Self Disposal,NA,SPRINGLEAF CRESCENT
9295,0.523450103,0.126735011,29/09/2021,Magazine Wrapper,Self Disposal,Salvation Army,NA
9296,0.007442487,0.903349801,02/04/2021,Aerosol Can,House Collection,NA,JURONG WEST STREET 73
9297,0.915014777,0.590222307,10/09/2021,Video Tape,House Collection,NA,KIM SENG ROAD
9298,0.849873352,0.21394535,13/05/2021,Towels,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9299,0.612275004,0.412162773,18/02/2021,Printers,Self Disposal,PWC-Sembwaste,NA
9300,0.074305599,0.349524275,17/10/2021,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
9301,0.165484406,0.243272005,20/08/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
9302,0.510963606,0.783719524,08/06/2021,Rice,Self Disposal,NA,TAI SENG AVENUE
9303,0.569657604,0.578085947,24/09/2022,Pants,House Collection,NA,MERGUI ROAD
9304,0.073556446,0.762202608,16/05/2022,Bodywash Bottle,Self Disposal,NA,HENDON ROAD
9305,0.536787001,0.248726215,05/03/2022,Pyrex Glass,Self Disposal,Tidy,NA
9306,0.585840743,0.559922942,08/11/2021,Tissue Box,Self Disposal,NA,COLLEGE ROAD
9307,0.914015175,0.870506009,14/09/2021,Paper Plate,House Collection,NA,QUALITY ROAD
9308,0.234291966,0.727936501,11/11/2022,Glass Medicine Bottle,Self Disposal,NA,FERNWOOD TERRACE
9309,0.883905359,0.05675779,25/08/2021,Paper Packaging,Self Disposal,Passiton.org,NA
9310,0.0236713,0.311720149,01/12/2021,Aerosol Can,House Collection,Alba,NA
9311,0.414825987,0.520374234,05/01/2021,Biscuit Tin,House Collection,NA,SILOSO ROAD
9312,0.691033911,0.840928847,29/01/2022,Computers,Self Disposal,NA,JALAN TERUBOK
9313,0.009994507,0.244656867,04/10/2022,Aerosol Can,Self Disposal,Tidy,NA
9314,0.109427494,0.470181902,30/07/2021,Detergent Bottle,Self Disposal,PWC-800 Super,NA
9315,0.101820778,0.132415077,26/01/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
9316,0.755070112,0.840029614,14/03/2022,Paper Towel,Self Disposal,NA,NEMESU AVENUE
9317,0.691800613,0.204820123,07/02/2022,Printers,Self Disposal,Gee Hoe Seng Pte Ltd,NA
9318,0.753351278,0.410571161,04/11/2022,Refrigerators,Self Disposal,PWC-Sembwaste,NA
